station_id,Model,MAE,RMSE,MAPE,R2,Time_s
500101105,WeeklyAvg,11.882,14.149,68.422,-1.33,0
500101105,RandomForest,9.874,11.677,76.053,-0.587,0.09
500101105,LinearRegression,10.044,11.864,68.567,-0.638,0.002
500101105,Prophet,55.377,63.898,292.683,-46.518,0.207
500101105,ARIMA,14.869,17.358,70.964,-2.507,0.039
500101107,Naive,7.749,8.844,154.621,-0.051,0
500101107,WeeklyAvg,6.901,8.638,156.607,-0.003,0.001
500101107,RandomForest,8.312,10.273,209.503,-0.418,0.106
500101107,LinearRegression,9.609,11.739,165.81,-0.852,0.002
500101107,Prophet,10.61,13.533,250.477,-1.461,0.199
500101107,ARIMA,7.017,8.66,121.255,-0.008,0.042
500101108,Naive,4.515,5.11,86.787,-0.031,0
500101108,WeeklyAvg,4.335,5.547,88.397,-0.214,0
500101108,RandomForest,4.592,5.396,81.846,-0.149,0.102
500101108,LinearRegression,5.439,6.474,77.475,-0.654,0.002
500101108,Prophet,14.319,16.83,190.913,-10.181,0.188
500101108,ARIMA,4.417,5,82.134,0.013,0.116
500101109,Naive,7.209,8.7,2205249.949,-0.028,0
500101109,WeeklyAvg,7.271,9.316,1014075.839,-0.179,0
500101109,RandomForest,7.829,9.742,1475562.545,-0.289,0.087
500101109,LinearRegression,8.102,9.576,928846.263,-0.245,0.002
500101109,Prophet,12.945,15.231,4344394.766,-2.151,0.195
500101109,ARIMA,6.997,8.451,1564980.375,0.03,0.12
500101110,Naive,10.764,13.853,101.441,-0.213,0
500101110,WeeklyAvg,9.69,12.305,62.814,0.043,0
500101110,RandomForest,11.19,13.524,162.311,-0.156,0.09
500101110,LinearRegression,10.304,12.81,126.064,-0.037,0.002
500101110,Prophet,27.775,31.646,259.318,-5.331,0.248
500101110,ARIMA,10.81,12.774,157.407,-0.031,0.043
500101111,Naive,0,0,0,1,0
500101111,WeeklyAvg,0,0,0,1,0.001
500101111,RandomForest,0,0,0,1,0.066
500101111,LinearRegression,0,0,0,1,0.003
500101111,Prophet,0,0,0,1,0.099
500101111,ARIMA,0,0,0,1,0.15
500101113,Naive,15.673,17.014,139.215,-0.254,0
500101113,WeeklyAvg,12.545,17.051,78.328,-0.259,0.001
500101113,RandomForest,13.838,15.852,127.059,-0.088,0.086
500101113,LinearRegression,10.382,12.906,82.407,0.279,0.002
500101113,Prophet,13.264,15.584,133.302,-0.052,0.204
500101113,ARIMA,11.852,17.492,208.823,-0.325,0.051
500101114,Naive,8.829,11.361,83.039,-0.146,0
500101114,WeeklyAvg,9.367,12.321,59.21,-0.348,0
500101114,RandomForest,10.125,11.997,123.669,-0.278,0.093
500101114,LinearRegression,12.24,14.142,144.576,-0.775,0.001
500101114,Prophet,26.735,29.354,198.977,-6.648,0.213
500101114,ARIMA,9.639,12.825,69.962,-0.46,0.039
500101115,Naive,14.954,17.552,49.87,-1.438,0
500101115,WeeklyAvg,15.325,18.061,50.95,-1.581,0
500101115,RandomForest,13.791,16.59,52.384,-1.178,0.095
500101115,LinearRegression,12.851,15.653,49.771,-0.939,0.002
500101115,Prophet,15.091,18.472,56.955,-1.7,0.213
500101115,ARIMA,16.29,18.946,52.3,-1.841,0.04
500101116,Naive,10.49,12.059,134.523,-0.051,0.001
500101116,WeeklyAvg,7.698,9.72,64.46,0.317,0
500101116,RandomForest,8.341,10.203,58.91,0.247,0.085
500101116,LinearRegression,8.696,10.965,59.015,0.131,0.003
500101116,Prophet,23.27,26.321,124.184,-4.009,0.215
500101116,ARIMA,10.269,11.83,141.723,-0.012,0.035
500101117,Naive,0,0,0,1,0
500101117,WeeklyAvg,0,0,0,1,0.001
500101117,RandomForest,0,0,0,1,0.063
500101117,LinearRegression,0,0,0,1,0.002
500101117,Prophet,0,0,0,1,0.097
500101117,ARIMA,0,0,0,1,0.146
500101118,Naive,3.264,4.18,83.387,-0.343,0
500101118,WeeklyAvg,3.07,4.102,56.734,-0.293,0
500101118,RandomForest,3.78,4.712,84.841,-0.706,0.087
500101118,LinearRegression,4.941,5.734,126.217,-1.526,0.001
500101118,Prophet,4.778,5.944,101.126,-1.714,0.199
500101118,ARIMA,3.12,3.966,87.898,-0.209,0.072
500101119,Naive,4.073,4.946,85.706,-0.064,0
500101119,WeeklyAvg,4.314,5.188,64.96,-0.17,0
500101119,RandomForest,4.148,4.856,75.008,-0.025,0.089
500101119,LinearRegression,4.712,5.816,78.613,-0.471,0.003
500101119,Prophet,4.751,5.605,98.921,-0.366,0.218
500101119,ARIMA,5.195,6.291,146.79,-0.721,0.038
500101120,Naive,7.63,9.635,113.872,-0.016,0
500101120,WeeklyAvg,8.149,10.265,101.056,-0.153,0.002
500101120,RandomForest,8.542,11.704,69.992,-0.499,0.088
500101120,LinearRegression,11.506,15.76,91.426,-1.717,0.002
500101120,Prophet,8.224,9.628,119.779,-0.014,0.223
500101120,ARIMA,11.981,15.302,77.81,-1.562,0.042
500101122,Naive,3.308,4.048,228780.974,-0.451,0
