YouBike Station ID,YouBike Station Name,Closest Weather Station,Distance (km)
500104027,YouBike2.0_百齡高中,Science Education Center,1.17727935960524
500104028,YouBike2.0_捷運芝山站(2號出口),Science Education Center,0.989832964680159
500104029,YouBike2.0_臺灣戲曲中心,Science Education Center,0.71538569499892
500104030,YouBike2.0_捷運劍潭站(2號出口),Science Education Center,1.64496487832126
500104031,YouBike2.0_劍潭基河路口,Science Education Center,1.60664885919691
500104032,YouBike2.0_志成公園,Science Education Center,1.56933444430563
500104033,YouBike2.0_福林國小,Science Education Center,1.41605061037372
500104034,YouBike2.0_中山中正路口,Science Education Center,1.11213445910433
500104035,YouBike2.0_士林運動中心,Science Education Center,0.949811144667204
500104036,YouBike2.0_陽明高中,Science Education Center,0.525392052249321
500104037,YouBike2.0_兒童新樂園,Science Education Center,0.203420245973816
500104038,YouBike2.0_臺北市立天文館,Science Education Center,0.133173650697592
500104039,YouBike2.0_華聲公園,Science Education Center,0.584737441379259
500104040,YouBike2.0_福林公園,Science Education Center,1.21660644294371
500104041,YouBike2.0_捷運士林站(2號出口),Science Education Center,1.05126386420346
500104042,YouBike2.0_銘傳大學,Science Education Center,1.41042615986213
500104043,YouBike2.0_士林高商,Science Education Center,0.228181884650981
500104044,YouBike2.0_蘭雅公園,Tianmu,1.08316710489027
500104045,YouBike2.0_聯合醫院陽明院區,Tianmu,1.52743280848061
500104046,YouBike2.0_捷運芝山站(1號出口),Science Education Center,0.914911307820269
500104047,YouBike2.0_至誠公園,Tianmu,1.78444781772454
500104048,YouBike2.0_原住民文化主題公園,Tianmu,2.32411999422051
500104049,YouBike2.0_通河東街2段10巷口,Science Education Center,0.605508077849964
500104050,YouBike2.0_梅林新村,Tianmu,2.23260709657704
500104051,YouBike2.0_延平北中正路口,Science Education Center,1.27576125383295
500104052,YouBike2.0_重慶北路四段190巷口,Science Education Center,1.34443612984347
500104053,YouBike2.0_重慶北葫東街口,Science Education Center,1.4596986602632
500104054,YouBike2.0_葫蘆國小,Science Education Center,1.77979342163221
500104055,YouBike2.0_士林3號廣場,Science Education Center,1.19564383239836
500104056,YouBike2.0_社正公園,Science Education Center,1.08187998718182
500104057,YouBike2.0_社子國小,Science Education Center,1.65081688366636
500104058,YouBike2.0_社中街384巷口,Science Education Center,1.32513745109878
500104059,YouBike2.0_忠誠路一段138號,Tianmu,1.45438272760827
500104060,YouBike2.0_社子公園,Science Education Center,1.241616329231
500104061,YouBike2.0_國立故宮博物院,Tianmu,2.381961988667
500104062,YouBike2.0_泰北高中,Science Education Center,1.77227725664113
500104063,YouBike2.0_後港公園,Science Education Center,0.427874155768055
500104064,YouBike2.0_重慶北路四段117號,Science Education Center,1.56456265107813
500104065,YouBike2.0_社子島島頭公園,Shezi,0.338051325755832
500104066,YouBike2.0_延平北路八段133巷口,Shezi,1.51985108852374
500104067,YouBike2.0_坤天亭,Agriculture Guandu Station,1.33810977532083
500104068,YouBike2.0_社子島濕地解說小築,Agriculture Guandu Station,0.368165594947384
500104069,YouBike2.0_福安國中,Agriculture Guandu Station,1.50544853872484
500104070,YouBike2.0_福安消防分隊,Science Education Center,1.96188794954614
500104071,YouBike2.0_聖山綠地,Tianmu,1.26446268147999
500104072,YouBike2.0_芝山國小,Tianmu,0.79101670453395
500104073,YouBike2.0_士林新天地,Science Education Center,0.822224553648655
500104074,YouBike2.0_蘭雅國小,Shipai,1.33002889510887
500104075,YouBike2.0_中正基河路口,Science Education Center,0.461811044409117
500104076,YouBike2.0_福林公園(中正路),Science Education Center,1.36752745707299
500104077,YouBike2.0_至善臨溪路口,Tianmu,2.31850922342727
500104078,YouBike2.0_市立圖書館葫蘆堵分館,Science Education Center,1.67563661652134
500104079,YouBike2.0_東山路110巷口,Tianmu,0.542380253766356
500104080,YouBike2.0_永平社會住宅,Science Education Center,1.58288981780011
500104081,YouBike2.0_雨農橋,Science Education Center,1.66924898773814
500104082,YouBike2.0_通河街76巷/承德路四段10巷口,Science Education Center,1.8291365236055
500104083,YouBike2.0_芝山聖佑宮,Tianmu,1.59466548766163
500104084,YouBike2.0_至誠雨聲街口,Science Education Center,1.43078184261469
500104085,YouBike2.0_捷運線型公園(後街),Science Education Center,0.828717171830909
500104086,YouBike2.0_天母公園,Tianmu,1.02500100689171
500104087,YouBike2.0_基河文林路口,Science Education Center,1.38089888520639
500104088,YouBike2.0_文林福華路口,Science Education Center,0.784165982941277
500104089,YouBike2.0_劍潭海外青年活動中心_1,Science Education Center,1.99296081304261
500104090,YouBike2.0_社子國小_1,Science Education Center,1.62027559817258
500104091,YouBike2.0_捷運劍潭站(1號出口),Science Education Center,1.47100611397149
500104092,YouBike2.0_德行東山路口,Tianmu,0.804587051608209
500104094,YouBike2.0_重慶北通河西街口,Science Education Center,1.08518945125318
500104095,YouBike2.0_葫蘆國小(延平北路五段285巷),Science Education Center,1.68337867583569
500104096,YouBike2.0_社子市場,Science Education Center,1.20486127913452
500104097,YouBike2.0_士林區農會社子分部,Science Education Center,1.41885457967382
500104098,YouBike2.0_承德劍潭路口,Science Education Center,1.52586131967514
500104099,YouBike2.0_文林路101巷口,Science Education Center,1.36797545550169
500104100,YouBike2.0_延平北路五段257巷15弄口,Science Education Center,1.52838510880049
500104101,YouBike2.0_延平北路五段257巷4弄口,Science Education Center,1.50099641144079
500104102,YouBike2.0_啟明學校,Tianmu,0.247127212793299
500104103,YouBike2.0_中山福國路口,Science Education Center,1.11281114496426
500104104,YouBike2.0_德行公園,Science Education Center,1.28118258789973
500104105,YouBike2.0_承德後港街口,Science Education Center,1.68463339004372
500104106,YouBike2.0_中山北路五段698巷口,Science Education Center,1.12520097139921
500104107,YouBike2.0_捷運士林站(1號出口),Science Education Center,0.913003452824799
500104108,YouBike2.0_捷運芝山站(2號出口)_1,Science Education Center,0.991735720451168
500104109,YouBike2.0_銘傳大學(中山北路五段280巷口),Science Education Center,1.4424621741695
500104110,YouBike2.0_海光公園南側,Science Education Center,1.95152359074704
500104111,YouBike2.0_士商路40巷口,Science Education Center,0.800779106584438
500104112,YouBike2.0_劍潭郵局,Science Education Center,1.79235725251067
500104113,YouBike2.0_士東路91巷口,Tianmu,0.982577554914625
500104114,YouBike2.0_美崙公園,Science Education Center,0.286536256966136
500104115,YouBike2.0_臺北市立大學(忠誠路二段207巷),Tianmu,0.12184918866762
500104116,YouBike2.0_天母東路8巷/忠誠路二段154巷口,Tianmu,0.637640470212809
500104117,YouBike2.0_美崙公園(東北側),Science Education Center,0.333971265514557
500104118,YouBike2.0_福安河濱公園,Agriculture Guandu Station,2.14277387602329
500104119,YouBike2.0_忠誠忠義街口(北側),Tianmu,1.53663245381863
